date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:44:42	137961/137961	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/title/bg-1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/title/bg-1.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:42	155855/155855	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/title/bg-2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/title/bg-2.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:43	2271/2271	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/Shape1.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/Shape1.svg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:43	801/801	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/logo-seat.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/logo-seat.svg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:44	59681/59681	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/g2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/g2.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:45	105895/105895	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/title/bg-3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/title/bg-3.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:49	1544648/1544648	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/hero.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/hero.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:57	1594706/1594706	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/team/1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/team/1.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:58	1510576/1510576	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/team/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/team/2.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:44:58	2525875/2525875	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2018:16:06%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/team/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/team/8.jpg	(from https://template.dsngrid.com/exfolio/dark/creative.html)
05:44:59	2338609/2338609	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:22:24%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/img-seat.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/img-seat.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:45:01	1537889/1537889	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/team/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/team/3.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:45:01	396200/396200	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/title/bg-4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/title/bg-4.jpg	(from https://template.dsngrid.com/exfolio/dark/index.html)
05:45:02	212465/212465	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/bg-personal.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/bg-personal.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:04	455390/455390	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:28:24%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/1.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:07	520449/520449	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:28:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/2.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:07	485621/485621	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:29:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/4.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:11	929297/929297	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:29:52%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/6.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:14	290557/290557	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/14.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/14.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:15	23498/23498	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/bg-pattern-02.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/bg-pattern-02.svg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:16	1715500/1715500	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/hero-2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/hero-2.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:16	749573/749573	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:28%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/5.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:16	580122/580122	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202024%2013:03:12%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/header-architecture.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/header-architecture.jpg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:17	17237/17237	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/icon-arc1.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/icon-arc1.svg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:17	180675/180675	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:20:44%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/about-arc.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/about-arc.jpg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:18	26421/26421	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/completion.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/completion.svg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:18	108603/108603	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202024%2002:01:02%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/img-arc2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/img-arc2.jpg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:19	80168/80168	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/img-arc4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/img-arc4.jpg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:19	226245/226245	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Sep%202024%2013:03:38%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/img-arc1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/img-arc1.jpg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:19	276190/276190	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/img-arc3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/img-arc3.jpg	(from https://template.dsngrid.com/exfolio/dark/architecture.html)
05:45:20	126492/126492	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/1.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:20	167956/167956	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/2.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:20	141678/141678	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/3.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:20	114015/114015	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/4.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:21	115322/115322	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/5.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:21	88752/88752	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/6.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:21	122759/122759	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/7.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/7.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:21	85182/85182	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/8.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:21	72599/72599	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/9.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/9.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:22	43102/43102	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/11.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/11.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:22	98356/98356	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:41:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/10.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/10.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:22	20665/20665	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/13.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/13.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:22	41799/41799	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/12.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/12.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:23	42976/42976	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/16.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/16.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:23	278981/278981	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/15.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/15.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:23	61611/61611	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/17.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/17.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:23	229133/229133	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/18.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/18.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:24	73970/73970	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/19.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/19.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:24	200856/200856	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:42:34%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/20.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/20.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:24	59799/59799	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:43:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/21.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/21.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:24	40707/40707	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:43:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/22.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/22.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:24	39965/39965	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:43:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/23.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/23.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:25	31082/31082	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:43:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/24.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/24.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:25	37625/37625	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:43:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/25.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/25.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:25	42906/42906	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:43:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/photography/26.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/photography/26.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:26	24940/24940	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/hero_img.webp	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/hero_img.webp	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:26	294742/294742	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/testimonial/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/testimonial/2.jpg	(from https://template.dsngrid.com/exfolio/dark/photography.html)
05:45:26	1842/1842	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/skills/1.webp	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/skills/1.webp	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:26	1458/1458	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/skills/2.webp	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/skills/2.webp	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:26	442/442	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/skills/3.webp	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/skills/3.webp	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:27	1780/1780	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/skills/4.webp	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/skills/4.webp	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:27	2304/2304	---M--	200	added ('OK')	image/webp	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/skills/5.webp	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/skills/5.webp	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:28	2108/2108	---M--	200	added ('OK')	image/png	date:Sun,%2001%20Sep%202024%2017:29:30%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/skills/6.png	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/skills/6.png	(from https://template.dsngrid.com/exfolio/dark/freelancer.html)
05:45:29	41970/41970	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:30:24%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/personal-1.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/personal-1.jpg	(from https://template.dsngrid.com/exfolio/dark/personal.html)
05:45:36	540015/540015	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:30:40%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/personal-2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/personal-2.jpg	(from https://template.dsngrid.com/exfolio/dark/personal.html)
05:45:36	1779010/1779010	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/header-personal-sm.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/header-personal-sm.jpg	(from https://template.dsngrid.com/exfolio/dark/personal.html)
05:45:39	598/598	---M-Z	200	added ('OK')	image/svg+xml	date:Sun,%2001%20Sep%202024%2017:29:26%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/bg.svg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/bg.svg	(from https://template.dsngrid.com/exfolio/dark/work.html)
05:45:40	89552/89552	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/2.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/2.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:43	266429/266429	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/4.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/4.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:43	4194253/4194253	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:21:32%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/header-personal.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/header-personal.jpg	(from https://template.dsngrid.com/exfolio/dark/personal.html)
05:45:44	216295/216295	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/3.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:45	71179/71179	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/6.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/6.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:45	92186/92186	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/5.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/5.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:46	88005/88005	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/8.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/8.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:47	444666/444666	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/7.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/7.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:47	98318/98318	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/9.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/9.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:49	2593345/2593345	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Sep%202024%2002:29:12%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/services/3.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/services/3.jpg	(from https://template.dsngrid.com/exfolio/dark/corporate.html)
05:45:49	453124/453124	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/10.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/10.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
05:45:49	335736/335736	---M--	200	added ('OK')	image/jpeg	date:Sun,%2001%20Sep%202024%2014:50:50%20GMT	https://template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/11.jpg	E:/FalconXoft/WebProject/ship/template.dsngrid.com/exfolio/dark/assets/img/portfolio/project1/11.jpg	(from https://template.dsngrid.com/exfolio/dark/project-1.html)
